device,sample,times,process,task,Xvel_mean,Xvel_var,Xvel_std,Xvel_max,Xvel_min,Xvel_pk,Xvel_mid,Xvel_rms,Xvel_abs_xbar,Xvel_r,Xvel_S,Xvel_K,Yvel_mean,Yvel_var,Yvel_std,Yvel_max,Yvel_min,Yvel_pk,Yvel_mid,Yvel_rms,Yvel_abs_xbar,Yvel_r,Yvel_S,Yvel_K,Zvel_mean,Zvel_var,Zvel_std,Zvel_max,Zvel_min,Zvel_pk,Zvel_mid,Zvel_rms,Zvel_abs_xbar,Zvel_r,Zvel_S,Zvel_K,knee_mean,knee_var,knee_std,knee_max,knee_min,knee_pk,knee_mid,knee_rms,knee_abs_xbar,knee_r,knee_S,knee_K,ankle_mean,ankle_var,ankle_std,ankle_max,ankle_min,ankle_pk,ankle_mid,ankle_rms,ankle_abs_xbar,ankle_r,ankle_S,ankle_K
MOCAP,sample20,time01,go,task_cup,0.17499485755813993,0.0430701809276128,0.20753356578542373,1.1793773666666538,0.009099800000000982,1.1793773666666538,0.09852776666666566,0.27146524841939984,0.1749948575581399,0.13611838170061727,2.6455215210330914,10.794493348613932,1.3975269875968988,1.6772757334106274,1.2950968046484508,3.786649566666636,0.011002600000006165,3.786649566666636,0.9145436500000053,1.9053496829905765,1.3975269875969007,0.9961144206969211,0.4178618415454084,1.643198745634925,0.3234296338178295,0.06821674650796433,0.2611833580226051,0.9691202666666875,0.0066426666666740295,0.9691202666666875,0.2565776833333314,0.4157204283403687,0.3234296338178294,0.26231640374663906,0.6494032625542738,2.3955934803186576,138.75059801204938,257.7653449444632,16.05507224974286,158.42336064845753,107.24136395548021,158.42336064845753,145.29630423851148,139.67638953540353,138.7505980120494,138.26338852947129,-0.695750919036219,2.0883039142070587,114.52659949472991,67.65221073206946,8.225096396521408,141.39431828153002,105.0336620550721,141.39431828153002,111.43140290918855,114.82157550982453,114.52659949472995,114.38643512061215,1.6124340741049001,5.033971018803939
MOCAP,sample21,time01,go,task_cup,0.0674383696836981,0.0035357253635120694,0.05946196568826218,0.3167805999999971,0.0021723666666695804,0.3167805999999971,0.048806733333332096,0.08990917121799755,0.06743836968369812,0.05631792238572072,1.6215685878873465,5.606982014709053,0.6758277640875912,0.5984590596425826,0.77360135705839,2.457649733333386,0.006542966666667344,2.457649733333386,0.23127036666667058,1.0272303667406917,0.6758277640875917,0.44302114759059913,0.8756795729463568,2.224359882834913,0.18766417732360083,0.04143657227077284,0.20355975110707136,0.6940394333333035,0.00349909999999971,0.6940394333333035,0.08490093333333537,0.2768653386058225,0.18766417732360066,0.1323389145979926,0.9404470605529656,2.414360945954926,143.4692474978188,166.15586122311183,12.89014589611428,155.5279241681327,113.97814636102639,155.5279241681327,149.91149364468623,144.04714797181336,143.46924749781888,143.16347560038525,-1.0928207427637315,2.675206435380155,101.85723888831858,31.540141197799304,5.616061003746247,118.66267803195865,91.98396937173197,118.66267803195865,101.33967092527976,102.01194662954815,101.85723888831848,101.78056564228032,0.4322768765113797,2.7852314956390103
MOCAP,sample22,time01,go,task_cup,0.07461071560178309,0.005357198629229445,0.07319288646603196,0.31922096666664973,0.0019302333333332392,0.31922096666664973,0.044417066666667414,0.10451773778569648,0.0746107156017832,0.05985811204262199,1.5031004277172595,4.448888822677838,0.6742339769192669,0.5568954360933571,0.746254270402091,2.195989966666575,0.004793333333334344,2.195989966666575,0.2485779000000037,1.0057270463330137,0.6742339769192677,0.452092319790502,0.7888089403740453,2.005367499303959,0.1727229623080733,0.035143407720404744,0.18746575079305752,0.6741658666666813,0.002175133333333403,0.6741658666666813,0.08444926666665593,0.2549051380982362,0.17272296230807332,0.122502287535064,1.0078328366859863,2.667991648657768,168.20662647957664,23.91715727044657,4.890517075979448,179.07933545377378,155.81164497779932,179.07933545377378,168.30004272654202,168.2777060365106,168.2066264795767,168.1709145990266,-0.26266819871198654,3.257252197020812,98.97685962693554,19.726504644411012,4.441452987977134,107.32311145010458,89.30538844488632,107.32311145010458,99.57352395852433,99.07646161553468,98.97685962693545,98.9265261736618,-0.3945584677021131,2.274938781331473
MOCAP,sample23,time01,go,task_cup,0.08681614253578723,0.009537642542593018,0.0976608547095151,0.5231909333333294,0.0021341999999987984,0.5231909333333294,0.04721106666667135,0.13067013869812463,0.08681614253578725,0.06746136641415873,2.1522323875289078,7.760447884426624,0.8258273973415137,0.9685249406288764,0.98413664733556,2.883970133333401,0.003365033333339372,2.883970133333401,0.22724203333333512,1.284724029053997,0.8258273973415139,0.5094385633909269,0.8563750193302321,2.08796008606384,0.17726920443081098,0.0400207874947116,0.20005196198665887,0.704562366666639,0.003732033333329967,0.704562366666639,0.07097370000000773,0.26729227137020684,0.17726920443081096,0.12312372503989777,1.0603066543684798,2.7507893874797884,167.6529544722297,59.851836661260336,7.736396878473876,175.59081003556585,146.17611804546652,175.59081003556585,170.99604963609812,167.8313587501716,167.65295447222974,167.56061418336608,-1.3949341580002539,3.7068665832867262,119.31120681513723,35.15382877831978,5.9290664339607275,135.85415234430425,106.59166389332108,135.85415234430425,119.60614334702703,119.4584358698153,119.31120681513725,119.23726121462731,-0.07994486623363567,2.6582587290074247
MOCAP,sample01,time01,go,task_normal,0.0798795130033005,0.00578128074890111,0.07603473383198701,0.3842987000000084,0.002319333333336609,0.3842987000000084,0.050972999999999546,0.11028153674367056,0.07987951300330048,0.06495159713654856,1.60005189010579,5.280206042867245,0.9967757961716178,1.2526066413520134,1.119199107108299,3.2449474333334067,0.0026041666666643537,3.2449474333334067,0.33208823333332066,1.498722332250233,0.9967757961716179,0.6242270036321322,0.692924093028869,1.8388891167115022,0.23410035201320084,0.0634127227138247,0.251818829148705,0.8721453333332954,0.0020039666666633836,0.8721453333332954,0.11180763333333921,0.34382509729007465,0.23410035201320076,0.1628711084729626,0.8721890250402213,2.305141961872465,157.5997505304752,121.48495916351955,11.022021555210257,168.48734984207576,134.13554419242766,168.48734984207576,163.4995189675701,157.98470282413913,157.59975053047523,157.40028282213342,-0.9069576119852718,2.2542679994223183,108.28725320293181,44.96588424879798,6.705660612407847,123.84557064277465,94.2069267182654,123.84557064277465,108.40925904767923,108.49467770579653,108.28725320293177,108.1831313280482,-0.013954025117127023,2.3312800701253087
MOCAP,sample02,time01,go,task_normal,0.14702132253829311,0.05051048256066254,0.22474537272358366,1.3063614000000279,0.004383333333334572,1.3063614000000279,0.07656249999999898,0.2685623797957773,0.1470213225382932,0.10611817187232221,3.553453479344673,16.024312417793872,1.0987500742523701,1.369911955553389,1.1704323797440794,3.5440348333333067,0.00425206666666194,3.5440348333333067,0.5148722333333334,1.6053546901613294,1.098750074252371,0.7338450918399475,0.7191338655876175,1.9926643615199038,0.31596569088256754,0.10789785524863187,0.3284780894498625,1.0814366666666897,0.004891233333333128,1.0814366666666897,0.15353723333331995,0.4557764507557736,0.31596569088256743,0.22693867596109701,0.838790970860996,2.24201632526585,164.54755002839693,131.4235030880574,11.464009032099433,176.14346706347953,138.73933008375434,176.14346706347953,171.1520474386141,164.94641470318734,164.5475500283969,164.33938100238083,-1.1057502191685356,2.668064490377234,104.60379411966392,27.997998211859603,5.29131346754845,117.31172427056988,93.43066598940283,117.31172427056988,104.94339006498524,104.73753740870987,104.60379411966403,104.53684507651293,0.05348617890253982,2.5517654569980595
MOCAP,sample03,time01,go,task_normal,0.07024428113348263,0.002705147994757155,0.052011037239773975,0.26022350000000255,0.005998366666663371,0.26022350000000255,0.05688826666666704,0.08740370144746104,0.0702442811334826,0.061171008032667194,1.2397282560853384,4.575660604297692,0.946850703504848,1.0325122924236654,1.0161261203333303,2.982678233333395,0.007486966666666384,2.982678233333395,0.3928304000000004,1.3888983213868789,0.9468507035048472,0.6322153348380863,0.6784707941100475,1.8400318347636102,0.21346275786726338,0.04723348653678798,0.2173326632993485,0.7423624666666594,0.004390999999996279,0.7423624666666594,0.1065236333333322,0.304630654289889,0.21346275786726326,0.15622414755120062,0.8949391171070596,2.489262975578013,161.5652345849393,211.95813846756477,14.55878217666453,175.16923066722651,129.60812095836027,175.16923066722651,169.18415238273946,162.21986057494334,161.56523458493936,161.21986371036712,-1.0340429709534598,2.4948152726558495,118.75006035651732,54.457441825258506,7.3795285638893295,144.858145364718,108.47414567628154,144.858145364718,116.95522382978888,118.97913378614652,118.7500603565173,118.63932861050668,1.2513764196244541,4.475112387300234
MOCAP,sample04,time01,go,task_normal,0.11025531670951119,0.008328500297789665,0.09126061745238011,0.5389506000000485,0.002380399999997718,0.5389506000000485,0.0858388333333427,0.14312489357377448,0.11025531670951122,0.09198740885755421,1.3685643230262194,5.773710389017666,1.2526074541559562,1.692690873626394,1.3010345397514986,3.7398722333336387,0.0029540999999968375,3.7398722333336387,0.5829452666667169,1.8060222334825953,1.2526074541559549,0.8329172792429638,0.5865534492411606,1.7600114850717092,0.34002666238217727,0.11407796360265694,0.3377542947212617,1.1283274333334203,0.0025588666666629613,1.1283274333334203,0.20044146666665455,0.4792662044557494,0.3400266623821773,0.2456832634563292,0.7015341023606566,2.0467753914233793,166.46386231872856,135.6541625797835,11.6470666942275,177.4223043716485,140.21007026624451,177.4223043716485,172.63356324951224,166.8708231556625,166.46386231872864,166.2522673257134,-1.0007505452213006,2.407464134351544,94.53338421740851,48.68227511416806,6.977268456507034,114.42585614072345,80.73949470137002,114.42585614072345,94.07973415128838,94.79052171346224,94.5333842174085,94.40542632182692,0.30543728088050576,3.352533400695675
MOCAP,sample05,time01,go,task_normal,0.10699257733333312,0.009846726057237916,0.09923067095025567,0.5011258666666619,0.0034930333333329073,0.5011258666666619,0.07102896666666716,0.14592510977096151,0.10699257733333299,0.08764069749374595,1.5702045854279332,5.304224516124729,1.183493738916667,1.4304173136262686,1.1960005491747354,3.537923200000016,0.006347633333332984,3.537923200000016,0.6321919833333356,1.6825797882065558,1.1834937389166675,0.794576899253035,0.5143205002440516,1.6735131092111069,0.32024543466666655,0.10848740699246483,0.32937426583214546,1.0294606666666601,0.005162299999999893,1.0294606666666601,0.16226946666667205,0.4593958482804422,0.3202454346666665,0.22785874389670932,0.7573366608451279,2.055155173158994,147.30680429593798,204.83589255612637,14.312089035361902,164.1126533200386,116.94163716608716,164.1126533200386,153.27870017479495,148.00044082514717,147.30680429593798,146.9414483891048,-0.9023302463008396,2.387733653376176,106.56125744369099,70.1702207107486,8.37676672175778,130.48585193338718,92.99278122576425,130.48585193338718,106.18608837015245,106.88999863734365,106.56125744369095,106.399690536439,0.5941264557598351,2.833392346222261
MOCAP,sample06,time01,go,task_normal,0.1085776808317089,0.014306719855466807,0.11961070125815168,0.662746266666646,0.003478399999999823,0.662746266666646,0.059637099999996744,0.1615420460135974,0.10857768083170889,0.08392131462536315,1.9610752647641019,6.969540399065126,0.9344071526315794,0.9316382209120841,0.9652140803532054,3.038859033333289,0.0018839333333279086,3.038859033333289,0.45152993333332175,1.3434116821738387,0.9344071526315791,0.6477119662806875,0.6978429177916736,1.987321072090642,0.3014279686809618,0.09182601407320047,0.3030280747277395,1.053116033333356,0.0058799333333363415,1.053116033333356,0.1684389666666639,0.4274164647932171,0.3014279686809615,0.21980488898624065,0.8323330724910035,2.3712191834319394,141.8663862499153,809.9531443733474,28.459675760158397,176.58729538617263,48.99543694606601,176.58729538617263,149.49652150677952,144.69286330701848,141.8663862499154,140.09458829381603,-1.4061103484159687,4.818203061569788,77.954907393563,65.25843633907729,8.078269390103136,100.55935415812037,63.208646963589224,100.55935415812037,78.19477319564909,78.3723549670294,77.95490739356305,77.74899510411578,0.4779203150834461,2.978169028239478
MOCAP,sample07,time01,go,task_normal,0.11001512859795703,0.00800839352936759,0.08948962805469464,0.45213089999999573,0.0038695000000001454,0.45213089999999573,0.08411203333333472,0.14181580324418228,0.11001512859795703,0.09235807328759588,1.2576328630802809,4.674392128864194,1.337375327019499,1.7223209742851073,1.312372269702887,3.893155933333317,0.00649006666666455,3.893155933333317,0.7822997999999975,1.8737379057930224,1.3373753270194981,0.9143950240811636,0.4554251965787255,1.5762091951131993,0.3289090338904366,0.11026178127191025,0.3320568946308904,1.0457010666666888,0.010857400000000123,1.0457010666666888,0.18235653333333124,0.46737879054001885,0.32890903389043646,0.24087687388221668,0.8114268601891645,2.209635874597788,155.015603039354,157.57035364330264,12.552703041309574,169.78455782661268,129.0905161068726,169.78455782661268,160.27550346877237,155.52301289294098,155.0156030393539,154.75071500527815,-0.9291687452635842,2.355525286626462,90.3978086434393,14.49193883444311,3.8068279228831856,98.42788000357342,80.53440111880231,98.42788000357342,91.015575277107,90.47792960921636,90.39780864343935,90.35701672053436,-0.7620494346571732,3.3207290397262357
MOCAP,sample08,time01,go,task_normal,0.17943396913875617,0.0987256351391907,0.31420635757283893,2.0854976666667078,0.0026499666666623747,2.0854976666667078,0.10245234999999997,0.3618317073171985,0.17943396913875617,0.12897590870460227,4.435757035727626,23.28490229271362,1.2167695999202548,1.558368098430256,1.2483461452779256,3.7917887333333007,0.00797933333333388,3.7917887333333007,0.5955769833333453,1.7432430575569078,1.216769599920255,0.8353194882525905,0.6338545954900582,1.822909617739135,0.3081398488835732,0.08026244354877675,0.28330627163685723,1.0792556666666895,0.0032761666666633834,1.0792556666666895,0.211051816666669,0.4185840537081749,0.3081398488835731,0.23679727971006082,0.8085570871360671,2.5653572441675285,163.16758013037693,98.1019322407522,9.9046419541926,173.48925266620665,140.8600915958162,173.48925266620665,167.4636156699868,163.46792082192687,163.16758013037688,163.01235744114712,-0.9854768222963066,2.500237289726463,98.31544776034802,62.73608465854892,7.920611381613727,124.54611766421544,85.38276385736155,124.54611766421544,96.54830656147062,98.63398680463175,98.31544776034802,98.16228671660637,1.1711858121529002,4.1675880201354065
MOCAP,sample09,time01,go,task_normal,0.0998605438794727,0.00804614560910691,0.08970030997218967,0.38472900000000854,0.00311176666666734,0.38472900000000854,0.061135866666666705,0.13423216392881024,0.09986054387947278,0.08008612048893714,1.0139094535509563,3.1241312081095653,0.9895318118644066,1.147406558162141,1.0711706484786359,3.0820231333333084,0.001648500000000162,3.0820231333333084,0.4194778333333424,1.4582797279170392,0.9895318118644071,0.6452952815915651,0.6646365875837427,1.8266765594916285,0.2394880293157563,0.06321845014550584,0.25143279449090533,0.8513315999999943,0.0018895333333296014,0.8513315999999943,0.12551016666666295,0.34723618234718917,0.23948802931575663,0.16776011726606838,0.8438981047838254,2.3233915128455647,164.7002494230687,108.56852928551282,10.419622319715472,173.6586283698393,139.3834331427905,173.6586283698393,169.6871259542944,165.02951460059063,164.70024942306858,164.5281423031457,-1.278056157326216,3.1200095904429257,101.28408149934513,39.02763962532064,6.24721054754205,121.59623599984452,90.7727674182271,121.59623599984452,100.56187777783057,101.47656283492903,101.2840814993451,101.18979606138738,0.8100314295551112,3.555491829269863
MOCAP,sample10,time01,go,task_normal,0.09967971619850163,0.007003679943183787,0.08368799163072195,0.5267908666666745,0.0031503333333399684,0.5267908666666745,0.07306066666666568,0.1301527017183954,0.09967971619850159,0.08446432547547848,1.7004433883779595,7.190007600016059,1.3862644481273407,1.746316223612936,1.3214825854368781,3.853474933333416,0.013048299999999765,3.853474933333416,0.8031707666666718,1.9152141769929383,1.3862644481273405,0.9897845831562967,0.47247527672025214,1.6417119181923736,0.35638345908239716,0.09781091553063927,0.31274736694437455,1.1143214000000088,0.008967599999996747,1.1143214000000088,0.25664163333333123,0.4741519644989084,0.3563834590823974,0.2805036872458279,0.7444525260416466,2.3925853915336166,161.6374660693005,253.89837052052928,15.934188731169506,179.26726257853397,130.9267333486993,179.26726257853397,167.88512315186713,162.42096172546448,161.63746606930036,161.22801421366995,-0.7420606294118758,2.041243037940215,86.6488737337716,32.05671347025406,5.66186484033786,104.03637902488691,80.52218071478454,104.03637902488691,84.44066414951975,86.83365725800883,86.64887373377167,86.56010336334883,1.3798974941354967,4.154786725725683
