device,sample,times,process,task,step_length,stride_length,left_step_length,right_step_length,left_stride_length,right_stride_length,stride_speed,stride_time,step_width
MOCAP,sample04,time01,back,task_text,0.4720543621428571,0.9476545346666666,0.4629554663333333,0.4788785340000001,0.947168471,0.9481405983333334,1.636902076695626,0.581666666666667,0.22619853412938595
MOCAP,sample05,time01,back,task_text,0.4334002278888889,0.8774557495000002,0.391318683,0.486002159,0.8853753662500001,0.86953613275,1.4176294145336175,0.6212500000000003,0.25563703555041317
MOCAP,sample06,time01,back,task_text,0.4271413276666666,0.8620320832499999,0.3977216703999999,0.46391589925,0.8722795654999999,0.851784601,1.2465002077548086,0.6949999999999998,0.21444111291360018
MOCAP,sample07,time01,back,task_text,0.5244294815000001,1.049716613714286,0.5028603665000001,0.5459985965,1.0488589630000003,1.0508601480000002,1.9527686867035066,0.5385714285714285,0.205750833034325
MOCAP,sample08,time01,back,task_text,0.46846573357142857,0.9352147736666668,0.4630399473333333,0.4725350732500001,0.9324344086666666,0.9379951386666668,1.6186697757349802,0.5783333333333337,0.22532894446910748
MOCAP,sample09,time01,back,task_text,0.468516691375,0.9409490752857143,0.4690292225,0.46800416025,0.93703338275,0.9461699986666668,1.736381512072485,0.5428571428571427,0.1883843597301927
MOCAP,sample10,time01,back,task_text,0.485660752857143,0.9668367498333335,0.46123843400000003,0.503977492,0.971727141,0.9619463586666668,1.8615102335008373,0.5200000000000001,0.20434276860668388
MOCAP,sample11,time01,back,task_text,0.43620267911111105,0.8751397438749999,0.43594338600000004,0.43641011359999987,0.87272281275,0.8775566749999998,1.3606450155984875,0.64375,0.24904659133385118
MOCAP,sample12,time01,back,task_text,0.4700055741250001,0.9416296318571428,0.4586189165,0.4813922317500001,0.9400111482500001,0.9437876100000002,1.7434732199363945,0.5414285714285713,0.21213519076696813
MOCAP,sample13,time01,back,task_text,0.5375335034285714,1.0692668445000002,0.55805732725,0.510168405,1.0631494433333335,1.0753842456666667,1.8045019282465036,0.5933333333333332,0.20163511876997578
MOCAP,sample14,time01,back,task_text,0.5183090285,1.0402579344285712,0.52529966725,0.51131838975,1.0451111043333332,1.036618057,1.7016440577879517,0.6128571428571428,0.19933863716569206
MOCAP,sample15,time01,back,task_text,0.4295755677777777,0.8548611132499999,0.42363731720000003,0.436998381,0.8547189469999998,0.8550032795,1.5227010373029808,0.5625000000000002,0.22726147660164261
MOCAP,sample16,time01,back,task_text,0.45807804674999997,0.9207750112857144,0.45100302150000005,0.46515307200000006,0.9161560935000002,0.9269335683333334,1.9627289243275936,0.46999999999999986,0.18118770597612727
MOCAP,sample17,time01,back,task_text,0.45561947049999996,0.9238152944285714,0.4681797164999999,0.4430592245,0.9112389409999999,0.9405837656666666,1.501680435647239,0.6157142857142858,0.22574332852571424
MOCAP,sample18,time01,back,task_text,0.47851378085714286,0.9731434426666667,0.5155526833333334,0.45073460399999987,0.9642436623333334,0.9820432229999999,1.7414313369336585,0.5599999999999999,0.2170770474323671
MOCAP,sample19,time01,back,task_text,0.4848330534444444,0.96893503925,0.48275637499999996,0.48742890149999996,0.9707452809999999,0.9671247974999999,1.8308745879254937,0.53,0.18012488869313303
MOCAP,sample20,time01,back,task_text,0.5925583899999999,1.1903973382,0.5899170629999999,0.5951997170000001,1.1851167799999998,1.1983181754999999,2.4779925527805093,0.48200000000000004,0.19441879472483237
MOCAP,sample21,time01,back,task_text,0.50664112325,1.0165251867142857,0.5061038560000001,0.5071783905,1.0132822465,1.020849107,2.01994302733459,0.5042857142857142,0.22108295234239161
MOCAP,sample22,time01,back,task_text,0.43337617488888885,0.8609545478749999,0.4057553675,0.4554728208,0.8602829169999999,0.8616261787499999,1.5188584754627414,0.5674999999999999,0.2711898524535103
MOCAP,sample23,time01,back,task_text,0.5548985332857143,1.1133548276666667,0.5741110683333334,0.540489132,1.1063515419999999,1.1203581133333333,1.8879122608251926,0.5899999999999999,0.2083225738228439
MOCAP,sample01,time01,back,task_web,0.4898693134444445,0.9829609145,0.48442807,0.49667086775,0.98790529625,0.97801653275,1.877563817474055,0.5237500000000002,0.19085242923752485
MOCAP,sample02,time01,back,task_web,0.4262212116666666,0.8517158812500001,0.39885634200000003,0.44811310739999993,0.8519554899999999,0.8514762725,1.4067281190566252,0.6074999999999999,0.28047544370614036
MOCAP,sample03,time01,back,task_web,0.3953505211,0.7991623586666667,0.41243169260000007,0.3782693496,0.7907010422000001,0.8097390042500001,1.2757134690278564,0.627777777777778,0.19455950339919342
MOCAP,sample04,time01,back,task_web,0.47090415274999997,0.9435542012857142,0.45763878599999996,0.4841695195,0.9418083054999999,0.9458820623333333,1.5127580734650234,0.6242857142857144,0.20379357842458098
MOCAP,sample05,time01,back,task_web,0.47490414411111126,0.9413333660000001,0.43352484875,0.5080075803999999,0.9294778057500002,0.95318892625,1.3947063568093623,0.6787499999999997,0.25467167333065777
MOCAP,sample06,time01,back,task_web,0.4498816871,0.898438051,0.41487564380000014,0.4848877304000001,0.8967813970000001,0.8997633742000002,1.4245288060389765,0.6311111111111113,0.22427248178832745
MOCAP,sample07,time01,back,task_web,0.51360682725,1.027271555,0.49979967399999997,0.5274139805,1.0273487556666667,1.0272136545,1.9029276566793725,0.5399999999999999,0.2052683950472974
MOCAP,sample08,time01,back,task_web,0.49025625277777773,0.98918107625,0.49021705675,0.4902876096,0.97576553375,1.00259661875,1.7374142526790464,0.57375,0.231486704010101
MOCAP,sample09,time01,back,task_web,0.44599119411111116,0.8938459095000001,0.4510358062,0.43968542900000007,0.9014131702500001,0.8862786487500001,1.7265995003231476,0.51875,0.19373495974579835
MOCAP,sample10,time01,back,task_web,0.5087852610000001,1.0226078271428574,0.4950873867500001,0.52248313525,1.029324234,1.0175705220000002,2.025191507573474,0.5057142857142859,0.1922171081597937
MOCAP,sample11,time01,back,task_web,0.46721785288888895,0.934820674375,0.460264904,0.472780212,0.9346080889999999,0.9350332597500001,1.4395189643362551,0.6500000000000001,0.24026700778146828
MOCAP,sample12,time01,back,task_web,0.517605215875,1.0359722002857141,0.5064712657499999,0.5287391659999999,1.0369878916666666,1.03521043175,1.9922928644952396,0.5214285714285712,0.18737233651127808
MOCAP,sample13,time01,back,task_web,0.5576235614285714,1.1209804281666667,0.58222524,0.5391723025,1.1162480266666666,1.1257128296666665,2.0029538006341077,0.5600000000000002,0.19963793722448978
MOCAP,sample14,time01,back,task_web,0.51598844525,1.031079895,0.52215275975,0.50982413075,1.029883901,1.0319768905,1.7806615730873523,0.5799999999999998,0.20344525558874485
